Intro,Full Name,Workplace,Location,Connections,Photo,Followers,About,Experiences,Number of Experiences,Educations,Number of Educations,Skills,Number of Skills,Interests,Number of Interests,Label
"{'Full Name': 'Robert Cervantes', 'Workplace': 'Powell Inc Technology', 'Location': 'Alexanderberg, TN, Sri Lanka', 'Connections': '596+', 'Photo': 'Yes', 'Followers': 7413}",Robert Cervantes,Powell Inc Technology,"Alexanderberg, TN, Sri Lanka",596,Yes,7413,Ability model seek high heavy where contain. Actually behind note rest give social it brother. Lawyer new report nature.,"{'0': {'Role': 'Senior Manager', 'Workplace': 'Powell Inc Technology', 'Duration': 'Jun 2019 - Present · 6 yrs', 'Workplace Location': 'Alexanderberg, TN, Sri Lanka', 'Description': 'Very today style study guy beyond. Bill company heart cost street.'}, '1': {'Role': 'Manager', 'Workplace': 'Russell, Reyes and Escobar Technology', 'Duration': 'Jun 2018 - Sep 2020 · 2 yrs', 'Workplace Location': 'Jessicabury, AS, Djibouti', 'Description': 'Four suffer act thing arm nation front.'}}",2,"{'0': {'Institute': 'Morris, Buchanan and Diaz University', 'Degree': 'Bachelor of Business', 'Duration': '1996 - 2007', 'Description': 'Wonder soon dog here.'}}",1,"{'Skill 0': 'Publishing rights manager', 'Skill 1': 'Tourism officer', 'Skill 2': 'Loss adjuster, chartered', 'Skill 3': 'Call centre manager'}",4,"{'0': {'Interest': 'Phillips, Sullivan and Hart', 'ID': '510083', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/stephens.biz'}, '1': {'Interest': 'Rogers-Wright', 'ID': '642279', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/young-king.net'}, '2': {'Interest': 'Hernandez-Brown', 'ID': '588349', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/nicholson.com'}}",3,1
"{'Full Name': 'Curtis Lawson', 'Workplace': 'Vargas-Edwards Finance', 'Location': ""West Judithhaven, UT, Cote d'Ivoire"", 'Connections': '508+', 'Photo': 'Yes', 'Followers': 4033}",Curtis Lawson,Vargas-Edwards Finance,"West Judithhaven, UT, Cote d'Ivoire",508,Yes,4033,Account dark throw right space necessary I. Create assume news herself. Strong later price modern once evening.,"{'0': {'Role': 'Senior Engineer', 'Workplace': 'Vargas-Edwards Finance', 'Duration': 'Aug 2019 - Present · 9 yrs', 'Workplace Location': ""West Judithhaven, UT, Cote d'Ivoire"", 'Description': 'Play different generation indicate general. This design market policy generation.\nSection best example radio son.'}, '1': {'Role': 'Engineer', 'Workplace': 'Reyes LLC Finance', 'Duration': 'Nov 2017 - Jun 2023 · 3 yrs', 'Workplace Location': 'Victorialand, ID, Serbia', 'Description': 'Else war ten just he three. Thought price out friend radio.'}}",2,"{'0': {'Institute': 'Patterson Group University', 'Degree': 'Bachelor of Engineering', 'Duration': '1998 - 2009', 'Description': 'Involve explain husband for.'}}",1,"{'Skill 0': 'Biochemist, clinical', 'Skill 1': 'Restaurant manager', 'Skill 2': 'Engineer, mining', 'Skill 3': 'Chartered public finance accountant', 'Skill 4': 'Event organiser'}",5,"{'0': {'Interest': 'Stanley, Stone and Sanders', 'ID': '462007', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/robertson.com'}, '1': {'Interest': 'Cortez-Mason', 'ID': '140904', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/moore.com'}, '2': {'Interest': 'Bishop, Mayo and Martinez', 'ID': '731263', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/munoz-turner.com'}, '3': {'Interest': 'Dougherty-Villa', 'ID': '543496', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/gonzalez.com'}}",4,1
"{'Full Name': 'Victoria Evans', 'Workplace': 'Benson Group Healthcare', 'Location': 'Nealborough, IL, British Indian Ocean Territory (Chagos Archipelago)', 'Connections': '989+', 'Photo': 'Yes', 'Followers': 2391}",Victoria Evans,Benson Group Healthcare,"Nealborough, IL, British Indian Ocean Territory (Chagos Archipelago)",989,Yes,2391,Would game account. Rise population growth relationship although enjoy house. Economic final wife head.,"{'0': {'Role': 'Senior Specialist', 'Workplace': 'Benson Group Healthcare', 'Duration': 'Oct 2023 - Present · 10 yrs', 'Workplace Location': 'Nealborough, IL, British Indian Ocean Territory (Chagos Archipelago)', 'Description': 'First ten large candidate admit investment building. Build heavy almost pay current look plant.'}, '1': {'Role': 'Specialist', 'Workplace': 'Steele Inc Healthcare', 'Duration': 'Aug 2014 - Nov 2019 · 2 yrs', 'Workplace Location': 'East Warren, VT, Kyrgyz Republic', 'Description': 'Ready various our factor air tax administration. Prevent western behavior very degree.'}}",2,"{'0': {'Institute': 'Gonzalez PLC University', 'Degree': 'Bachelor of Engineering', 'Duration': '2004 - 2007', 'Description': 'Simply maintain deep itself white.'}}",1,"{'Skill 0': 'Theme park manager', 'Skill 1': 'Engineer, manufacturing', 'Skill 2': 'Building services engineer', 'Skill 3': 'Professor Emeritus'}",4,"{'0': {'Interest': 'Martinez, Cantrell and Lindsey', 'ID': '446634', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/carr-barker.com'}, '1': {'Interest': 'Jenkins Inc', 'ID': '272752', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/long.com'}, '2': {'Interest': 'Richards LLC', 'ID': '171945', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/norris.com'}}",3,1
"{'Full Name': 'Jessica Cunningham', 'Workplace': 'Hart PLC Engineering', 'Location': 'North Jose, MT, Uzbekistan', 'Connections': '519+', 'Photo': 'Yes', 'Followers': 944}",Jessica Cunningham,Hart PLC Engineering,"North Jose, MT, Uzbekistan",519,Yes,944,Develop culture data there. Save black if war.,"{'0': {'Role': 'Senior Consultant', 'Workplace': 'Hart PLC Engineering', 'Duration': 'Mar 2023 - Present · 5 yrs', 'Workplace Location': 'North Jose, MT, Uzbekistan', 'Description': 'Final fine both. Hundred recent relationship career. Why condition teacher lose ago hand behind.'}, '1': {'Role': 'Consultant', 'Workplace': 'Hill, Johnson and Simpson Engineering', 'Duration': 'Mar 2019 - Jul 2023 · 4 yrs', 'Workplace Location': 'Grahamstad, MS, South Africa', 'Description': 'Road factor indicate six myself great policy a. Attention agent involve process Democrat less. Power recognize beat factor likely.'}}",2,"{'0': {'Institute': 'Martin, Grant and Jones University', 'Degree': 'Bachelor of Science', 'Duration': '2004 - 2006', 'Description': 'Four smile partner source here effect again network.'}}",1,"{'Skill 0': 'Health promotion specialist', 'Skill 1': 'Biomedical scientist', 'Skill 2': 'Furniture designer', 'Skill 3': 'Building services engineer', 'Skill 4': 'Radiographer, diagnostic'}",5,"{'0': {'Interest': 'Martin-Lee', 'ID': '161684', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/daugherty.info'}, '1': {'Interest': 'Merritt-Palmer', 'ID': '944140', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/waters.com'}}",2,1
"{'Full Name': 'Emma Walton', 'Workplace': 'Stewart Group Engineering', 'Location': 'Lake Kristin, SC, Bermuda', 'Connections': '470+', 'Photo': 'Yes', 'Followers': 6961}",Emma Walton,Stewart Group Engineering,"Lake Kristin, SC, Bermuda",470,Yes,6961,Share send home indeed rich be institution write. Spring describe market I financial model. Room reflect if body.,"{'0': {'Role': 'Senior Manager', 'Workplace': 'Stewart Group Engineering', 'Duration': 'Mar 2023 - Present · 10 yrs', 'Workplace Location': 'Lake Kristin, SC, Bermuda', 'Description': 'Scientist system coach thought these reflect edge. Life city spring recently anyone hundred market.'}, '1': {'Role': 'Manager', 'Workplace': 'Atkinson LLC Engineering', 'Duration': 'Jan 2017 - Nov 2020 · 5 yrs', 'Workplace Location': 'Michaelburgh, TN, Lesotho', 'Description': 'Later sure score open Congress weight. Condition rise cold so movement report. Range your knowledge have. Behavior expert rate spend.'}}",2,"{'0': {'Institute': 'Wilkinson, Munoz and Clark University', 'Degree': 'Bachelor of Business', 'Duration': '1999 - 2007', 'Description': 'Mention measure court win much.'}}",1,"{'Skill 0': 'Town planner', 'Skill 1': 'Advertising account executive', 'Skill 2': 'Engineer, control and instrumentation', 'Skill 3': 'Insurance underwriter', 'Skill 4': 'Architectural technologist'}",5,"{'0': {'Interest': 'Zhang, Jimenez and Little', 'ID': '249250', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/richard-meyer.com'}, '1': {'Interest': 'Perez, Moses and Alexander', 'ID': '678403', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/ritter.com'}}",2,1
"{'Full Name': 'Larry White', 'Workplace': 'Morales Group Technology', 'Location': 'Baileyland, IA, Thailand', 'Connections': '992+', 'Photo': 'Yes', 'Followers': 5296}",Larry White,Morales Group Technology,"Baileyland, IA, Thailand",992,Yes,5296,Difficult place performance specific.,"{'0': {'Role': 'Senior Manager', 'Workplace': 'Morales Group Technology', 'Duration': 'Jul 2019 - Present · 10 yrs', 'Workplace Location': 'Baileyland, IA, Thailand', 'Description': 'Nothing least successful meeting. Later reach professional paper letter travel. Task interesting number under suggest.'}, '1': {'Role': 'Manager', 'Workplace': 'Erickson, Mcgee and Knight Technology', 'Duration': 'Jun 2017 - Feb 2022 · 2 yrs', 'Workplace Location': 'Ellisshire, WA, Pakistan', 'Description': 'Whose poor game office. Indeed sit meet.'}}",2,"{'0': {'Institute': 'Allen, Holland and Lawrence University', 'Degree': 'Bachelor of Engineering', 'Duration': '1997 - 2006', 'Description': 'Morning above history wife quite.'}}",1,"{'Skill 0': 'Animal nutritionist', 'Skill 1': 'Scientist, forensic', 'Skill 2': 'Homeopath'}",3,"{'0': {'Interest': 'Brown-Curry', 'ID': '546211', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/roman.info'}, '1': {'Interest': 'Berg Group', 'ID': '565484', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/lambert.com'}}",2,1
"{'Full Name': 'Cheryl Yu', 'Workplace': 'Lopez, Walker and Hayes Engineering', 'Location': 'Ashleyfort, MD, Kenya', 'Connections': '465+', 'Photo': 'Yes', 'Followers': 8637}",Cheryl Yu,"Lopez, Walker and Hayes Engineering","Ashleyfort, MD, Kenya",465,Yes,8637,Get wear writer decision increase. Me process identify.,"{'0': {'Role': 'Senior Analyst', 'Workplace': 'Lopez, Walker and Hayes Engineering', 'Duration': 'Jul 2022 - Present · 7 yrs', 'Workplace Location': 'Ashleyfort, MD, Kenya', 'Description': 'Other generation try school eat. Operation professor article note include will effect.'}, '1': {'Role': 'Analyst', 'Workplace': 'Lane Group Engineering', 'Duration': 'Dec 2015 - Apr 2021 · 2 yrs', 'Workplace Location': 'Jessicabury, DC, Papua New Guinea', 'Description': 'Morning get if what almost talk behind. Lose capital because coach none become.\nFood fill give big last. Conference tough Mrs marriage.'}}",2,"{'0': {'Institute': 'Greene, Montgomery and Leon University', 'Degree': 'Bachelor of Business', 'Duration': '1997 - 2009', 'Description': 'Hot necessary happen listen.'}}",1,"{'Skill 0': 'Recycling officer', 'Skill 1': 'Ship broker', 'Skill 2': 'Social research officer, government', 'Skill 3': 'Forensic psychologist', 'Skill 4': 'Psychologist, educational'}",5,"{'0': {'Interest': 'Meyer-Thomas', 'ID': '735877', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/schneider.info'}, '1': {'Interest': 'Daugherty-Pierce', 'ID': '807018', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/fisher.com'}}",2,1
"{'Full Name': 'James Ware', 'Workplace': 'Morris-Mercer Finance', 'Location': 'Leroyside, GA, New Zealand', 'Connections': '892+', 'Photo': 'Yes', 'Followers': 8223}",James Ware,Morris-Mercer Finance,"Leroyside, GA, New Zealand",892,Yes,8223,Quickly different staff must attack. National never likely never less create glass pass.,"{'0': {'Role': 'Senior Consultant', 'Workplace': 'Morris-Mercer Finance', 'Duration': 'Nov 2019 - Present · 5 yrs', 'Workplace Location': 'Leroyside, GA, New Zealand', 'Description': 'Especially military manager boy whatever bag. Fund shoulder while argue dream record. Young when senior sell ten like.'}, '1': {'Role': 'Consultant', 'Workplace': 'Baker LLC Finance', 'Duration': 'Nov 2018 - Sep 2020 · 5 yrs', 'Workplace Location': 'Andrewshire, ID, Mauritania', 'Description': 'Suddenly experience doctor around stop increase. Popular need international along. Official worry sea dinner benefit.'}}",2,"{'0': {'Institute': 'Pollard Group University', 'Degree': 'Bachelor of Engineering', 'Duration': '2004 - 2005', 'Description': 'Professional step all better degree.'}}",1,"{'Skill 0': 'Learning mentor', 'Skill 1': 'Exercise physiologist', 'Skill 2': 'Scientist, forensic', 'Skill 3': 'Radiation protection practitioner', 'Skill 4': 'Retail buyer'}",5,"{'0': {'Interest': 'Hall Group', 'ID': '578484', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/barron.com'}, '1': {'Interest': 'Pope-Wright', 'ID': '592008', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/patterson.com'}}",2,1
"{'Full Name': 'Victor Phillips', 'Workplace': 'Brown Inc Education', 'Location': 'New John, IA, Cocos (Keeling) Islands', 'Connections': '956+', 'Photo': 'Yes', 'Followers': 9166}",Victor Phillips,Brown Inc Education,"New John, IA, Cocos (Keeling) Islands",956,Yes,9166,Rate home stop system bill read law. Buy moment meet hard. Spend ground who any be tough enjoy.,"{'0': {'Role': 'Senior Specialist', 'Workplace': 'Brown Inc Education', 'Duration': 'Nov 2023 - Present · 5 yrs', 'Workplace Location': 'New John, IA, Cocos (Keeling) Islands', 'Description': 'Alone player discussion start food field. Same here whether something.'}, '1': {'Role': 'Specialist', 'Workplace': 'Young, Phillips and Cox Education', 'Duration': 'Apr 2017 - Jul 2022 · 4 yrs', 'Workplace Location': 'New Donald, MN, Equatorial Guinea', 'Description': 'Necessary top lawyer draw ball. Her similar future often management. Start company public course society.'}}",2,"{'0': {'Institute': 'Castillo PLC University', 'Degree': 'Bachelor of Engineering', 'Duration': '2001 - 2006', 'Description': 'Hear program theory law then past.'}}",1,"{'Skill 0': 'Haematologist', 'Skill 1': 'Public relations officer', 'Skill 2': 'Engineer, site', 'Skill 3': 'Herpetologist'}",4,"{'0': {'Interest': 'Gonzales Group', 'ID': '350339', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/dunn.com'}, '1': {'Interest': 'Olson and Sons', 'ID': '592248', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/cooper-gutierrez.com'}}",2,1
"{'Full Name': 'Megan Hernandez', 'Workplace': 'Deleon, Hernandez and Bass Engineering', 'Location': 'Port Daniel, NH, Sao Tome and Principe', 'Connections': '510+', 'Photo': 'Yes', 'Followers': 3828}",Megan Hernandez,"Deleon, Hernandez and Bass Engineering","Port Daniel, NH, Sao Tome and Principe",510,Yes,3828,Save team wide. Again majority glass commercial. Care attack build leave read specific under surface.,"{'0': {'Role': 'Senior Engineer', 'Workplace': 'Deleon, Hernandez and Bass Engineering', 'Duration': 'Nov 2022 - Present · 9 yrs', 'Workplace Location': 'Port Daniel, NH, Sao Tome and Principe', 'Description': 'Organization star once police.\nTraining positive choice its generation. Budget authority education church enjoy already down.'}, '1': {'Role': 'Engineer', 'Workplace': 'Little, Griffith and Ford Engineering', 'Duration': 'Aug 2018 - Mar 2024 · 5 yrs', 'Workplace Location': 'North Kevin, NM, Sao Tome and Principe', 'Description': 'Sing floor pick simple phone against. Teacher need south. Physical deal type grow couple more.'}}",2,"{'0': {'Institute': 'Sutton, Parrish and Adams University', 'Degree': 'Bachelor of Business', 'Duration': '1995 - 2007', 'Description': 'Onto much country under do crime.'}}",1,"{'Skill 0': 'Psychiatric nurse', 'Skill 1': 'Engineer, agricultural', 'Skill 2': 'Naval architect', 'Skill 3': 'Music tutor', 'Skill 4': 'Drilling engineer'}",5,"{'0': {'Interest': 'Valenzuela-Baker', 'ID': '644492', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/johnson-cook.org'}, '1': {'Interest': 'Hamilton PLC', 'ID': '109623', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/alvarado.com'}}",2,1
"{'Full Name': 'George Brown', 'Workplace': 'Russell, Thomas and Wilson Engineering', 'Location': 'West Jennifer, GU, Barbados', 'Connections': '463+', 'Photo': 'Yes', 'Followers': 1469}",George Brown,"Russell, Thomas and Wilson Engineering","West Jennifer, GU, Barbados",463,Yes,1469,Safe loss then second run feeling. Ready movie fly low. Dinner firm staff.,"{'0': {'Role': 'Senior Analyst', 'Workplace': 'Russell, Thomas and Wilson Engineering', 'Duration': 'Jan 2022 - Present · 7 yrs', 'Workplace Location': 'West Jennifer, GU, Barbados', 'Description': 'Enjoy quite get. Ten indicate believe thing surface cell TV. Keep wind scene very modern.'}, '1': {'Role': 'Analyst', 'Workplace': 'Brown Ltd Engineering', 'Duration': 'Jan 2015 - Apr 2024 · 2 yrs', 'Workplace Location': 'Ashleyshire, MD, Puerto Rico', 'Description': 'Lead language rate. Involve there activity difference relate finally.\nHotel buy visit big tell begin test.'}}",2,"{'0': {'Institute': 'Patton, Walker and Sanchez University', 'Degree': 'Bachelor of Engineering', 'Duration': '2003 - 2007', 'Description': 'Onto available defense decide fund everyone.'}}",1,"{'Skill 0': 'Engineer, maintenance', 'Skill 1': 'Forensic scientist', 'Skill 2': 'Bookseller', 'Skill 3': 'Insurance claims handler', 'Skill 4': 'Theme park manager'}",5,"{'0': {'Interest': 'Browning, Brown and Hayes', 'ID': '221683', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/andrews.com'}, '1': {'Interest': 'Mullins-Howard', 'ID': '193421', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/abbott.biz'}, '2': {'Interest': 'Burnett-Smith', 'ID': '208499', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/miller-butler.biz'}, '3': {'Interest': 'Bond-Delgado', 'ID': '472281', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/riddle.biz'}}",4,1
"{'Full Name': 'Brian Atkinson', 'Workplace': 'Phillips-Perez Education', 'Location': 'New Tracy, WA, Congo', 'Connections': '850+', 'Photo': 'Yes', 'Followers': 1389}",Brian Atkinson,Phillips-Perez Education,"New Tracy, WA, Congo",850,Yes,1389,Available wonder general full already interesting. Sister address look. Subject hot wear hit need miss.,"{'0': {'Role': 'Senior Manager', 'Workplace': 'Phillips-Perez Education', 'Duration': 'Apr 2021 - Present · 5 yrs', 'Workplace Location': 'New Tracy, WA, Congo', 'Description': 'Big discussion friend public. Degree specific think glass water.\nCare modern analysis medical attack hand they.'}, '1': {'Role': 'Manager', 'Workplace': 'Carter LLC Education', 'Duration': 'Jun 2015 - Oct 2022 · 5 yrs', 'Workplace Location': 'Port Victoria, OK, Norway', 'Description': 'Heart contain common. Should edge certainly wrong when feeling radio. Whether huge use find around.'}}",2,"{'0': {'Institute': 'Collins PLC University', 'Degree': 'Bachelor of Business', 'Duration': '1999 - 2006', 'Description': 'Now senior pass study.'}}",1,"{'Skill 0': 'Ranger/warden', 'Skill 1': 'Astronomer', 'Skill 2': 'Engineer, automotive', 'Skill 3': 'Dispensing optician', 'Skill 4': 'Trade mark attorney'}",5,"{'0': {'Interest': 'Martinez-Huff', 'ID': '657957', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/brown-murray.org'}, '1': {'Interest': 'Howell Group', 'ID': '713663', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/day.biz'}}",2,1
"{'Full Name': 'Samantha Henderson', 'Workplace': 'Moore-Hunter Engineering', 'Location': 'South Donald, PW, Angola', 'Connections': '797+', 'Photo': 'Yes', 'Followers': 2050}",Samantha Henderson,Moore-Hunter Engineering,"South Donald, PW, Angola",797,Yes,2050,Statement provide build whole. Address do along.,"{'0': {'Role': 'Senior Specialist', 'Workplace': 'Moore-Hunter Engineering', 'Duration': 'Jan 2024 - Present · 3 yrs', 'Workplace Location': 'South Donald, PW, Angola', 'Description': 'Southern manager art enter democratic run. Inside item feeling make.\nAs continue technology gas one tree.'}, '1': {'Role': 'Specialist', 'Workplace': 'Taylor Inc Engineering', 'Duration': 'Apr 2019 - Oct 2021 · 2 yrs', 'Workplace Location': 'South Bradleyfort, RI, Andorra', 'Description': 'Player clearly total cost themselves. Me real save brother majority tough.'}}",2,"{'0': {'Institute': 'Jimenez-Mcpherson University', 'Degree': 'Bachelor of Science', 'Duration': '2003 - 2005', 'Description': 'Employee every develop enough idea course.'}}",1,"{'Skill 0': 'Fast food restaurant manager', 'Skill 1': 'Therapist, occupational', 'Skill 2': 'Editor, film/video'}",3,"{'0': {'Interest': 'Baldwin, Carter and Glenn', 'ID': '352457', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/ramos-nixon.com'}, '1': {'Interest': 'Sullivan-Diaz', 'ID': '919467', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/hernandez.com'}, '2': {'Interest': 'Smith, Summers and Solomon', 'ID': '498860', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/harris.com'}}",3,1
"{'Full Name': 'Daniel Shaw', 'Workplace': 'Wright-Gonzalez Healthcare', 'Location': 'Lake Blakeside, IN, Zambia', 'Connections': '836+', 'Photo': 'Yes', 'Followers': 8627}",Daniel Shaw,Wright-Gonzalez Healthcare,"Lake Blakeside, IN, Zambia",836,Yes,8627,Check he gun material. Speech yet past every eat. Other know Democrat film indicate tax. Continue generation upon fire boy citizen successful.,"{'0': {'Role': 'Senior Specialist', 'Workplace': 'Wright-Gonzalez Healthcare', 'Duration': 'Apr 2023 - Present · 10 yrs', 'Workplace Location': 'Lake Blakeside, IN, Zambia', 'Description': 'Senior leave rock. Time end character. College southern into. Government no could newspaper character.\nI too difficult off human purpose computer.'}, '1': {'Role': 'Specialist', 'Workplace': 'Singh Ltd Healthcare', 'Duration': 'Apr 2018 - Dec 2020 · 3 yrs', 'Workplace Location': 'Alexandriaburgh, ID, Comoros', 'Description': 'Picture support possible growth. Citizen blood before force know key speak. Take require at piece suddenly.'}}",2,"{'0': {'Institute': 'Thompson-Good University', 'Degree': 'Bachelor of Science', 'Duration': '1997 - 2006', 'Description': 'Every attention book identify whose article.'}}",1,"{'Skill 0': 'Programme researcher, broadcasting/film/video', 'Skill 1': 'Presenter, broadcasting', 'Skill 2': 'Research officer, political party'}",3,"{'0': {'Interest': 'Mitchell Inc', 'ID': '202924', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/warner-molina.com'}, '1': {'Interest': 'Coleman, Ellison and Perez', 'ID': '336878', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/ellis.com'}}",2,1
"{'Full Name': 'Natalie English', 'Workplace': 'Cox-Thomas Finance', 'Location': 'New Jeffrey, AR, Tunisia', 'Connections': '481+', 'Photo': 'Yes', 'Followers': 5975}",Natalie English,Cox-Thomas Finance,"New Jeffrey, AR, Tunisia",481,Yes,5975,Pay low policy fund relate including energy attention. Fear reason paper step performance.,"{'0': {'Role': 'Senior Consultant', 'Workplace': 'Cox-Thomas Finance', 'Duration': 'Nov 2019 - Present · 4 yrs', 'Workplace Location': 'New Jeffrey, AR, Tunisia', 'Description': 'Simple data general final group since reality. Tell week also wide.\nWithout big toward conference allow. Similar may next.'}, '1': {'Role': 'Consultant', 'Workplace': 'Sherman, Ryan and Lopez Finance', 'Duration': 'Aug 2015 - Dec 2023 · 5 yrs', 'Workplace Location': 'North Davidberg, DC, Saint Martin', 'Description': 'Add fly art opportunity yard music. Recognize professor near tonight.'}}",2,"{'0': {'Institute': 'Harmon Ltd University', 'Degree': 'Bachelor of Science', 'Duration': '1997 - 2008', 'Description': 'Financial measure sister.'}}",1,"{'Skill 0': 'Comptroller', 'Skill 1': 'Learning mentor', 'Skill 2': 'Chiropractor', 'Skill 3': 'Dancer'}",4,"{'0': {'Interest': 'Perry, Morris and Campbell', 'ID': '681482', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/brown.com'}, '1': {'Interest': 'Hurst and Sons', 'ID': '744081', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/sandoval-tyler.com'}, '2': {'Interest': 'Brock PLC', 'ID': '757260', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/aguilar-barnett.com'}}",3,1
"{'Full Name': 'Tiffany Howell', 'Workplace': 'Dawson-Baker Technology', 'Location': 'Emilymouth, IL, Guatemala', 'Connections': '597+', 'Photo': 'Yes', 'Followers': 6992}",Tiffany Howell,Dawson-Baker Technology,"Emilymouth, IL, Guatemala",597,Yes,6992,Hundred Mr generation western. Have technology heart affect Mr. National walk follow nor explain information.,"{'0': {'Role': 'Senior Analyst', 'Workplace': 'Dawson-Baker Technology', 'Duration': 'Jul 2023 - Present · 5 yrs', 'Workplace Location': 'Emilymouth, IL, Guatemala', 'Description': 'Group establish family black either. Conference student sound. Lawyer rather begin husband peace exist house.'}, '1': {'Role': 'Analyst', 'Workplace': 'Rollins, Fowler and Wang Technology', 'Duration': 'Mar 2018 - Dec 2020 · 2 yrs', 'Workplace Location': 'New Julieville, MA, Nauru', 'Description': 'Hotel left leg event medical former. Agent certainly several loss range life. Recently site necessary program Republican score summer.'}}",2,"{'0': {'Institute': 'Evans-Ritter University', 'Degree': 'Bachelor of Engineering', 'Duration': '1999 - 2009', 'Description': 'Reach involve break difficult.'}}",1,"{'Skill 0': 'Sports coach', 'Skill 1': 'Data scientist', 'Skill 2': 'Set designer', 'Skill 3': 'Engineer, automotive', 'Skill 4': 'Designer, television/film set'}",5,"{'0': {'Interest': 'White, Alexander and Vasquez', 'ID': '336762', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/monroe-shields.com'}, '1': {'Interest': 'Chavez PLC', 'ID': '190065', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/reyes.org'}, '2': {'Interest': 'Bryant, Wood and King', 'ID': '672765', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/evans.org'}}",3,1
"{'Full Name': 'Julie Allen', 'Workplace': 'Bruce, Park and Moore Technology', 'Location': 'East Adam, AK, Swaziland', 'Connections': '403+', 'Photo': 'Yes', 'Followers': 5034}",Julie Allen,"Bruce, Park and Moore Technology","East Adam, AK, Swaziland",403,Yes,5034,Out common adult little for draw. Wear real dream leader project result.,"{'0': {'Role': 'Senior Engineer', 'Workplace': 'Bruce, Park and Moore Technology', 'Duration': 'Oct 2022 - Present · 10 yrs', 'Workplace Location': 'East Adam, AK, Swaziland', 'Description': 'Recently newspaper development above great. Six their political boy already.'}, '1': {'Role': 'Engineer', 'Workplace': 'Morales, Campbell and Horne Technology', 'Duration': 'Jun 2016 - Oct 2020 · 4 yrs', 'Workplace Location': 'Oconnorberg, GA, Palau', 'Description': 'Seem save sport statement strategy movement Mrs left.'}}",2,"{'0': {'Institute': 'Smith PLC University', 'Degree': 'Bachelor of Arts', 'Duration': '1997 - 2007', 'Description': 'Management green day language soldier.'}}",1,"{'Skill 0': 'Technical sales engineer', 'Skill 1': 'Special effects artist', 'Skill 2': 'Geoscientist', 'Skill 3': 'Broadcast presenter'}",4,"{'0': {'Interest': 'Franklin-Novak', 'ID': '809122', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/dennis.com'}, '1': {'Interest': 'Craig, Newman and Smith', 'ID': '366768', 'Category': 'industry', 'URL': 'https://www.linkedin.com/company/mitchell.net'}}",2,1
